"cne","cin","Nom","Prenom","anneeNaissance","VilleBac","filiere","niveau","noteS1","noteS2","noteS3","noteS4","noteS5","noteS6","nbrAbsences","nbrRapportsMauvaiseConduite","nbrRapportsTriche","noteStage1","lieuxStage1","noteStage2","lieuxStage2","noteStage3","lieuxStage3"
"1922","AB295124134","QQWDT","DNGYK","2000","Casablanca","Civil","1","15","17","16","19","12","11","3","0","0","12","Nador","17","Agadir","19","Agadir"
"1923","AB723226336","BCKTH","UXMXC","2000","Tetouan","Civil","1","13","20","13","12","12","18","0","2","1","14","Oujda","16","Casablanca","16","Marrakech"
"1925","AB590124998","VYAUQ","YLFCY","1999","Agadir","Civil","2","15","11","19","20","19","20","1","1","1","19","Tetouan","9","Marrakech","17","Agadir"
"1926","AB945483040","YULGS","USPBZ","2000","Nador","Civil","1","10","10","13","12","11","12","2","0","0","18","Oujda","19","Oujda","10","Marrakech"
"1938","AB471319200","PFCWY","KLEVJ","1999","Marrakech","Civil","3","9","18","10","17","13","13","3","2","2","14","Rabat","20","Tetouan","12","Agadir"
"1939","AB475263733","JMKLK","NUAEG","2002","Marrakech","Civil","2","13","14","19","14","18","19","0","3","1","16","Tanger","14","Marrakech","13","Tanger"
"1945","AB307495052","PPGYT","AJKXP","2000","Agadir","Civil","2","18","13","18","15","19","19","2","2","2","20","Fes","13","Agadir","13","Nador"
"1947","AB668316937","HISPU","ULNJD","2001","Marrakech","Civil","3","9","10","19","11","14","15","3","3","0","10","Rabat","17","Nador","12","Tetouan"
"1953","AB595889853","RVOVQ","KUXAD","1998","Marrakech","Civil","3","14","11","19","17","20","13","0","1","1","18","Nador","13","Rabat","9","Oujda"
"1954","AB891559540","EWDRJ","EPWQG","1998","Tanger","Civil","3","14","16","12","12","14","15","2","3","0","20","Nador","11","Oujda","20","Tanger"
"1955","AB247171694","IXLOS","VQCBN","1999","Tanger","Civil","2","9","14","12","19","10","10","1","3","2","11","Nador","14","Nador","9","Marrakech"
"1958","AB409475846","RGNCU","BUPLM","2002","Agadir","Civil","1","16","9","11","16","13","19","5","3","0","16","Casablanca","11","Nador","14","Tanger"
"1986","AB295394529","KHDBN","DCYHM","2000","Fes","Civil","1","19","19","14","17","18","9","4","0","1","14","Nador","17","Tetouan","9","Tetouan"
"1994","AB249343643","LFUHP","JMQKC","2000","Tanger","Civil","2","18","17","18","14","19","17","2","1","0","13","Rabat","20","Rabat","16","Fes"
"1998","AB314115077","TFQKF","PBWPF","1999","Casablanca","Civil","1","12","19","20","16","9","11","1","0","2","13","Marrakech","18","Tanger","16","Oujda"
"2008","AB644019276","OJORK","LPLOI","1999","Marrakech","Civil","3","10","16","13","19","11","14","1","1","0","16","Tanger","12","Tanger","19","Fes"
"2009","AB670868290","RNTGD","OUHXM","1998","Oujda","Civil","3","15","10","10","10","11","19","5","2","1","17","Tetouan","9","Tetouan","15","Nador"
"2010","AB973416101","COMOX","PESEX","2002","Agadir","Civil","2","11","9","10","17","17","19","5","3","2","13","Tanger","13","Fes","15","Casablanca"
"2016","AB929164513","KKUSA","BATFJ","2000","Agadir","Civil","2","14","16","12","16","20","15","1","1","0","20","Casablanca","16","Rabat","10","Oujda"
"2023","AB032204205","IYAME","MEYFN","2002","Oujda","Civil","3","18","14","19","11","19","13","0","1","1","12","Agadir","18","Nador","10","Tetouan"
"2025","AB737055554","HNGRJ","EGZOL","1998","Marrakech","Civil","1","20","20","9","18","9","14","5","2","0","13","Agadir","12","Marrakech","19","Rabat"
"2035","AB238760374","XOAKD","DGMWD","2002","Rabat","Civil","3","13","14","9","13","10","10","3","1","2","16","Casablanca","9","Casablanca","17","Rabat"
"2044","AB173723063","MAOAH","QYFNE","2002","Marrakech","Civil","1","16","14","20","11","11","16","1","2","0","13","Agadir","18","Casablanca","17","Nador"
"2054","AB882309064","XRCOB","EHRTL","2000","Fes","Civil","1","9","9","9","14","19","15","5","3","0","9","Casablanca","10","Tetouan","10","Fes"
"2056","AB742360538","RPCOV","PLTFT","1998","Tetouan","Civil","2","19","19","12","19","10","9","3","0","0","19","Casablanca","14","Nador","19","Tetouan"
"2063","AB318731288","HPLMH","EKEZA","2000","Casablanca","Civil","2","10","18","11","13","14","20","3","3","1","10","Fes","11","Rabat","19","Marrakech"
"2067","AB848530061","SDLZG","IWINL","2002","Marrakech","Civil","2","9","11","18","10","19","20","0","3","1","19","Tanger","18","Rabat","17","Oujda"
"2072","AB863279611","CFMCY","ZWPHN","2000","Tetouan","Civil","3","18","20","10","20","12","15","0","1","1","16","Casablanca","19","Tetouan","12","Casablanca"
"2076","AB399592231","DXUQT","CAJRA","1999","Casablanca","Civil","1","17","19","18","19","9","10","1","2","0","10","Agadir","10","Fes","17","Nador"
"2084","AB316975375","UTHEA","DVWOG","2000","Tanger","Civil","1","16","19","14","9","20","18","0","1","2","9","Marrakech","14","Nador","9","Tanger"
"2089","AB650665652","HFEHI","BYLBW","2002","Tanger","Civil","2","19","11","12","10","12","19","0","3","2","17","Fes","17","Nador","14","Casablanca"
"2090","AB811127870","UHUHC","GSQZK","2000","Tetouan","Civil","1","19","18","18","12","11","20","0","0","0","11","Rabat","15","Fes","18","Rabat"
"2096","AB674170938","QMQMC","ZSTTV","1999","Rabat","Civil","1","19","13","10","13","19","13","2","0","0","12","Fes","15","Casablanca","15","Nador"
"2098","AB862374215","PNCSP","ALQJN","1999","Tetouan","Civil","1","18","12","18","11","13","16","2","2","0","10","Oujda","19","Agadir","10","Fes"
"2104","AB663876101","ZYUIV","KIZNH","1999","Tetouan","Civil","1","18","16","17","16","19","14","3","0","1","15","Tanger","20","Agadir","19","Agadir"
"2110","AB432195286","IDKIV","ATTAK","1999","Marrakech","Civil","3","18","19","9","20","9","15","0","2","0","17","Marrakech","17","Rabat","14","Oujda"
"2115","AB858473425","OLYOV","IRRRO","1999","Nador","Civil","1","19","16","19","18","16","12","5","0","0","17","Marrakech","13","Agadir","9","Agadir"
"2116","AB776264652","JSKYG","SPGRZ","2002","Rabat","Civil","1","14","9","20","19","20","19","2","2","2","14","Fes","13","Nador","15","Nador"
"2126","AB397839068","VJHJC","GYYPE","2000","Agadir","Civil","1","16","17","14","13","20","20","5","2","1","15","Fes","13","Casablanca","20","Tetouan"
"2131","AB996943346","KUBZR","ZIJWJ","1999","Nador","Civil","1","15","9","11","19","19","17","3","1","1","17","Tanger","16","Oujda","9","Agadir"
"2136","AB253184647","YTACE","QAQSI","1999","Nador","Civil","2","18","17","11","9","10","9","2","3","1","10","Marrakech","15","Nador","10","Marrakech"
"2138","AB812182820","YYAAH","QHAMN","1999","Casablanca","Civil","3","20","17","16","18","12","20","5","3","1","11","Nador","15","Nador","17","Marrakech"
"2139","AB865179305","PRZHR","CEWCK","1999","Nador","Civil","2","15","15","18","12","18","11","0","0","1","18","Tetouan","19","Tetouan","12","Casablanca"
"2141","AB233915624","HUEJG","XQWVR","1998","Casablanca","Civil","3","11","20","15","16","11","17","1","0","0","12","Oujda","16","Oujda","10","Nador"
"2147","AB679066378","APQMV","JKTUQ","1999","Casablanca","Civil","1","10","14","12","10","11","17","4","1","0","12","Agadir","18","Tetouan","16","Tanger"
"2149","AB462783609","TAIFB","TQVZP","1999","Tanger","Civil","3","16","9","10","14","12","20","3","1","1","19","Marrakech","19","Marrakech","19","Tetouan"
"2152","AB874188369","QTJDS","FKSOR","2002","Fes","Civil","1","11","12","17","20","14","13","2","2","2","12","Nador","17","Fes","9","Tanger"
"2163","AB241515543","FDKUM","TJDRT","2000","Tanger","Civil","1","18","18","9","9","9","12","4","1","1","15","Tetouan","9","Rabat","14","Agadir"
"2166","AB241520761","BIDWP","TKZEU","2002","Agadir","Civil","3","11","20","10","12","20","20","0","0","1","19","Oujda","9","Casablanca","17","Rabat"
"2168","AB204331738","VHPVS","SNTCD","2002","Fes","Civil","2","9","10","19","17","9","15","3","2","0","16","Oujda","15","Tanger","18","Agadir"
"2193","AB245064935","VEBCR","QXTPN","1999","Tetouan","Civil","2","18","14","15","14","19","17","1","2","2","18","Fes","17","Rabat","10","Rabat"
"2200","AB449919232","UQZUX","PKFKD","1999","Tetouan","Civil","3","14","17","15","16","10","10","0","1","0","12","Tetouan","19","Nador","10","Marrakech"
"2203","AB165272443","QZYND","YOTYP","2001","Nador","Civil","1","12","19","17","17","12","14","1","2","1","14","Oujda","18","Fes","13","Marrakech"
"2205","AB656215049","SMBIG","ZKJMB","2000","Casablanca","Civil","2","17","9","17","15","14","17","0","2","2","13","Oujda","11","Oujda","10","Oujda"
"2207","AB614572721","IASRV","XFCMG","2001","Agadir","Civil","2","12","17","17","16","13","17","5","1","0","9","Casablanca","13","Oujda","10","Nador"
"2215","AB401156289","VCLKS","WRQXG","2000","Fes","Civil","1","17","13","11","10","18","17","4","0","0","18","Marrakech","16","Tanger","18","Fes"
"2218","AB230096831","KVHHA","QGPGE","2002","Rabat","Civil","2","17","12","14","12","19","10","1","1","0","9","Tetouan","20","Oujda","17","Rabat"
"2224","AB046925173","WWCTT","EZEDC","1999","Marrakech","Civil","2","13","19","12","14","16","9","0","0","0","19","Tanger","11","Marrakech","12","Oujda"
"2237","AB929118466","IEQKE","PQQIJ","2001","Tetouan","Civil","3","20","13","12","18","12","20","2","3","0","17","Tetouan","14","Nador","19","Marrakech"
"2241","AB121723120","RORFD","WNDNP","2000","Oujda","Civil","2","19","15","10","18","17","19","5","3","0","20","Casablanca","15","Tanger","18","Marrakech"
"2246","AB831842027","NAMSU","URABC","2000","Agadir","Civil","3","16","16","17","18","16","13","4","1","2","18","Casablanca","18","Agadir","10","Marrakech"
"2266","AB255413993","UEZHC","NGATA","2001","Fes","Civil","3","11","17","9","18","10","12","1","2","0","18","Fes","10","Rabat","20","Marrakech"
"2269","AB143352473","ELLHP","ELSOB","2002","Agadir","Civil","2","14","17","20","10","16","11","2","0","0","14","Agadir","9","Casablanca","18","Tetouan"
"2270","AB201576825","LBMTB","PTHJS","1999","Rabat","Civil","3","17","11","20","12","16","14","4","3","0","14","Fes","10","Marrakech","15","Tanger"
"2278","AB018866234","IHIKL","KSIOJ","2000","Oujda","Civil","3","15","10","10","15","14","12","5","1","1","17","Rabat","11","Fes","10","Nador"
"2285","AB457395314","VJEGY","TMIQV","1998","Oujda","Civil","3","12","19","14","10","15","14","2","0","2","9","Marrakech","11","Tanger","20","Nador"
"2292","AB736855584","BWIWT","OXWOG","2000","Oujda","Civil","3","14","16","12","16","17","15","1","1","0","10","Fes","15","Rabat","14","Tanger"
"2293","AB339430232","SVAQU","MBSMY","1999","Oujda","Civil","1","11","20","15","10","9","14","2","0","2","14","Fes","9","Tanger","20","Nador"
"2294","AB007219026","JBMWV","ENLQK","2002","Marrakech","Civil","1","13","15","17","20","18","11","0","1","0","20","Oujda","12","Casablanca","13","Oujda"
"2306","AB976636061","IKLWT","FSCPR","1999","Tetouan","Civil","2","11","13","19","10","17","9","3","3","2","12","Casablanca","11","Fes","11","Fes"
"2313","AB304158857","UOIYW","FZAPS","1998","Marrakech","Civil","2","15","10","13","10","16","16","2","2","0","9","Tanger","17","Oujda","12","Fes"
"2314","AB484119803","JVMOX","WPWWU","2001","Marrakech","Civil","1","17","17","12","15","10","11","1","1","2","9","Marrakech","15","Tanger","18","Tetouan"
"2317","AB466631221","HZOSR","ESPZC","2002","Rabat","Civil","2","13","11","15","19","15","12","4","2","0","11","Tanger","16","Agadir","15","Casablanca"
"2327","AB073021308","BNCLQ","OUOII","2001","Fes","Civil","2","10","11","12","12","10","9","5","2","0","20","Fes","16","Tetouan","11","Nador"
"2330","AB092833963","UFDKS","AMHMF","2002","Oujda","Civil","3","16","16","18","19","16","15","1","2","1","15","Casablanca","15","Fes","17","Rabat"
"2331","AB854913429","TLCUS","UFOBB","2000","Tetouan","Civil","3","13","19","17","17","17","13","0","0","0","18","Oujda","12","Agadir","20","Agadir"
"2337","AB597924314","XFIDD","MXCNK","2001","Nador","Civil","3","10","19","16","10","12","11","2","0","0","9","Oujda","12","Tetouan","18","Agadir"
"2339","AB103942363","IBAUD","AOJPR","2000","Marrakech","Civil","2","10","13","10","20","17","12","3","2","1","11","Agadir","18","Fes","18","Rabat"
"2349","AB484745557","GLHSL","BPDAJ","2001","Tetouan","Civil","3","10","18","19","12","11","10","4","2","1","15","Marrakech","19","Rabat","19","Marrakech"
"2351","AB465523260","LHBVB","GLFCN","2002","Nador","Civil","1","16","9","12","18","13","19","2","3","0","13","Tetouan","9","Marrakech","20","Rabat"
"2358","AB041435127","HLLQU","ZOMFV","2001","Marrakech","Civil","3","18","9","19","10","11","20","2","0","1","16","Casablanca","19","Tanger","9","Nador"
"2364","AB473607220","BAMSU","MUFVK","2000","Agadir","Civil","2","14","15","20","16","14","10","3","2","2","9","Fes","14","Marrakech","13","Casablanca"
"2365","AB197242370","VANBY","PQVZJ","2000","Nador","Civil","3","14","19","12","19","14","19","5","0","1","11","Fes","12","Marrakech","15","Fes"
"2367","AB502863193","NHNXU","TIOJU","2001","Casablanca","Civil","2","12","9","9","16","11","20","4","2","2","19","Agadir","11","Oujda","14","Tetouan"
"2370","AB453568577","VPHNM","OJTPF","1998","Marrakech","Civil","3","10","17","18","11","10","9","2","2","2","19","Casablanca","12","Rabat","14","Marrakech"
"2372","AB793868455","HYAKH","QPSKJ","1998","Tanger","Civil","2","14","15","15","10","18","11","3","2","2","18","Fes","14","Rabat","20","Marrakech"
"2375","AB168541270","SNBNT","GZAJV","1998","Casablanca","Civil","1","17","20","11","20","13","11","2","2","0","16","Rabat","10","Agadir","13","Tetouan"
"2387","AB383438810","VFLGB","METKK","2000","Fes","Civil","2","15","13","10","17","18","17","2","2","2","12","Agadir","17","Nador","13","Oujda"
"2389","AB200966373","EUZDK","KQIAA","1999","Nador","Civil","2","9","15","18","14","15","13","1","2","1","19","Marrakech","10","Oujda","9","Tetouan"
"2390","AB447469238","ZXGFM","HXRAE","2001","Oujda","Civil","2","11","19","11","9","12","19","2","0","0","9","Casablanca","20","Agadir","18","Tetouan"
"2399","AB678666963","EVATD","BKXDH","1998","Tanger","Civil","3","15","12","18","13","12","20","3","3","2","10","Rabat","15","Oujda","10","Fes"
"2417","AB172770360","YQXEM","BUZWV","1999","Tetouan","Civil","2","13","15","16","16","10","15","2","0","0","20","Casablanca","14","Casablanca","18","Tanger"
"2420","AB788416839","AYAJX","VUTFE","1999","Fes","Civil","1","14","15","16","9","18","16","4","1","1","19","Tanger","16","Agadir","10","Marrakech"
"2423","AB432417455","ZDFHH","EUDMX","1998","Casablanca","Civil","2","20","11","14","14","11","11","4","3","0","18","Nador","17","Casablanca","12","Oujda"
"2440","AB859326186","PAOMU","ZUBSN","1999","Nador","Civil","2","12","15","17","9","10","18","3","3","2","17","Tetouan","19","Casablanca","17","Tetouan"
"2452","AB231671479","XOEXU","NETTP","1998","Oujda","Civil","3","19","20","19","12","12","17","2","0","1","17","Fes","17","Fes","17","Rabat"
"2453","AB738141394","BJCHL","YJIJL","1999","Nador","Civil","3","16","11","10","9","15","15","4","0","1","16","Fes","15","Oujda","16","Tanger"
"2462","AB342087217","FUPSM","VFZKW","2002","Nador","Civil","1","20","9","17","19","12","20","1","0","1","11","Tanger","12","Rabat","15","Nador"
"2464","AB918235715","SANYR","FXYTZ","2001","Fes","Civil","2","9","10","17","13","10","20","4","2","0","16","Tanger","17","Tetouan","20","Agadir"
"2471","AB927662541","HELRT","SDUCP","2000","Tanger","Civil","2","9","12","11","16","13","11","2","1","0","12","Tetouan","13","Tetouan","9","Oujda"
"2472","AB593514542","XTHXG","XVVRW","1998","Marrakech","Civil","3","13","16","14","13","18","20","1","2","2","9","Rabat","18","Fes","9","Marrakech"
"2475","AB274943761","INFRS","ZBABB","1999","Tetouan","Civil","3","16","10","14","19","11","15","5","2","2","13","Nador","9","Marrakech","19","Tanger"
"2477","AB904714556","KEJZG","YJHNK","2000","Tetouan","Civil","3","14","10","11","9","12","13","2","2","0","18","Agadir","10","Agadir","15","Tetouan"
"2480","AB175290163","ERETE","QHFAC","1999","Rabat","Civil","1","17","20","10","12","12","17","5","3","1","10","Fes","9","Casablanca","12","Casablanca"
"2485","AB099915373","RMFTM","ABFFY","1999","Fes","Civil","3","19","17","17","17","17","12","4","1","1","18","Tanger","9","Rabat","9","Fes"
"2494","AB383440840","LNJJM","PBBLG","2002","Casablanca","Civil","2","9","16","20","15","9","12","1","2","1","10","Casablanca","11","Tanger","12","Oujda"
"2497","AB594604932","YELFU","YNWJO","2000","Fes","Civil","1","9","13","9","20","10","19","3","0","1","20","Agadir","17","Marrakech","20","Fes"
"2501","AB769796805","GQEKT","DTZYV","2001","Oujda","Civil","3","18","14","19","19","11","20","3","1","1","10","Fes","18","Rabat","18","Marrakech"
"2502","AB047203292","FWBSO","RTHSF","2001","Marrakech","Civil","3","18","10","11","18","15","10","1","1","0","9","Rabat","11","Nador","13","Casablanca"
"2509","AB751802949","TDYTW","NKGYI","2002","Nador","Civil","3","14","17","18","10","9","15","3","0","0","17","Casablanca","18","Fes","9","Nador"
"2514","AB537192045","ABMWQ","DUPTW","2002","Marrakech","Civil","2","10","18","12","17","9","9","4","0","1","16","Agadir","13","Agadir","19","Fes"
"2516","AB819197922","BHHGM","JWHCZ","1998","Oujda","Civil","3","12","18","19","18","15","9","3","3","1","18","Fes","9","Nador","17","Tanger"
"2528","AB143492893","UFCME","CBWBX","1999","Agadir","Civil","3","20","9","16","13","18","17","3","1","0","16","Tetouan","16","Agadir","20","Fes"
"2530","AB813355063","CERCA","QJESS","2002","Oujda","Civil","1","15","10","11","13","10","20","3","1","0","18","Agadir","15","Tanger","14","Marrakech"
"2531","AB802067597","XPEFE","QXEGO","1998","Oujda","Civil","1","10","19","13","11","16","15","3","1","2","14","Nador","10","Nador","18","Oujda"
"2547","AB569204810","UCIJP","KYOVK","1999","Oujda","Civil","3","14","17","13","20","10","15","0","1","0","20","Tetouan","12","Tanger","10","Oujda"
"2549","AB985337208","AOFWD","IEYNC","1998","Casablanca","Civil","1","20","10","18","10","11","11","2","1","2","9","Marrakech","11","Casablanca","17","Oujda"
"2553","AB971104228","RVANS","MMQQP","2002","Tetouan","Civil","1","12","15","19","17","19","16","2","0","2","20","Agadir","9","Marrakech","20","Fes"
"2558","AB013939379","RPKUA","EWNNU","1999","Oujda","Civil","1","17","14","20","18","9","10","1","3","1","16","Tanger","15","Casablanca","13","Nador"
"2567","AB520078803","JDDGA","ANEPP","2001","Tetouan","Civil","2","9","16","12","9","10","13","4","3","1","14","Marrakech","16","Tetouan","10","Tetouan"
"2571","AB306696481","VJQVQ","MYKFK","2002","Rabat","Civil","2","12","20","20","16","11","9","4","3","1","10","Nador","14","Nador","10","Nador"
"2576","AB739867990","HISKL","COBWX","2000","Oujda","Civil","1","14","15","10","13","15","12","5","0","0","13","Casablanca","18","Oujda","14","Oujda"
"2577","AB677379038","JBHRQ","FORSW","2002","Oujda","Civil","1","12","11","15","11","10","17","1","1","0","11","Tanger","15","Tetouan","11","Agadir"
"2578","AB907772829","IQJYB","YIPMM","2002","Tanger","Civil","2","12","20","20","20","17","19","4","3","0","16","Casablanca","11","Agadir","19","Tetouan"
"2582","AB922378927","EAEXG","EJJYE","1999","Agadir","Civil","2","20","12","19","12","16","11","3","0","1","20","Oujda","18","Rabat","9","Marrakech"
"2584","AB360201695","PABYW","HKHUQ","2001","Tetouan","Civil","1","16","10","16","14","16","13","0","3","1","20","Tanger","18","Agadir","13","Tanger"
"2585","AB083565597","JDWHM","JTQEF","1999","Casablanca","Civil","3","9","18","17","16","19","12","3","3","1","9","Marrakech","16","Agadir","13","Tanger"
"2588","AB763687665","IBDVO","HIRFA","2000","Nador","Civil","1","11","13","14","13","11","16","0","1","0","18","Agadir","19","Marrakech","18","Casablanca"
"2592","AB089132091","NKWYG","VRPGY","1998","Fes","Civil","1","14","16","10","9","12","10","4","1","1","20","Casablanca","15","Marrakech","20","Nador"
"2594","AB426795660","KDPVS","LXYFJ","2002","Agadir","Civil","3","20","20","15","20","20","13","1","0","2","13","Agadir","20","Marrakech","9","Tanger"
"2614","AB879520976","IBXYR","OBIEV","2002","Casablanca","Civil","2","13","12","14","20","17","11","0","1","2","11","Casablanca","19","Casablanca","11","Agadir"
"2615","AB067677309","LDJVY","XIPEO","1998","Agadir","Civil","2","10","14","9","17","12","13","0","2","2","12","Tetouan","10","Agadir","15","Marrakech"
"2622","AB764742452","RNPUS","PWCLQ","1999","Nador","Civil","3","18","10","17","10","16","15","2","3","1","15","Casablanca","16","Oujda","11","Tanger"
"2630","AB086708055","XVSLU","IYMIJ","2001","Tanger","Civil","3","14","18","20","9","19","13","0","3","1","18","Tanger","18","Tanger","14","Nador"
"2635","AB364293711","QPUFC","NUKZK","2000","Oujda","Civil","2","17","20","15","16","15","9","0","0","0","11","Tetouan","9","Casablanca","11","Oujda"
"2644","AB487965454","XEELG","QCRPB","2001","Casablanca","Civil","3","9","18","20","17","13","18","5","3","1","18","Tetouan","11","Marrakech","16","Tanger"
"2645","AB416919000","WAMUG","JGLYE","1999","Agadir","Civil","1","19","20","15","13","16","20","3","1","2","18","Tanger","16","Nador","19","Oujda"
"2659","AB206165751","TLZOG","AMUIS","2002","Tetouan","Civil","2","10","10","15","16","13","19","1","0","0","10","Agadir","16","Casablanca","17","Nador"
"2663","AB618433399","MCQZK","QLPVY","1999","Fes","Civil","2","15","16","19","18","16","19","5","2","2","13","Tetouan","20","Rabat","11","Fes"
"2677","AB681035177","AXZTT","VGNVT","2002","Oujda","Civil","2","17","14","11","16","10","16","2","0","2","9","Nador","20","Tetouan","15","Casablanca"
"2678","AB997702392","PEINK","WBQVT","2000","Fes","Civil","2","17","16","16","11","11","15","5","2","1","10","Tanger","13","Casablanca","11","Nador"
"2692","AB042782869","HSVDX","WOLGR","1999","Oujda","Civil","1","9","13","13","9","15","14","2","2","1","12","Oujda","19","Casablanca","12","Agadir"
"2695","AB981747885","CBYCX","YFLJC","2001","Tanger","Civil","2","17","13","16","10","10","11","2","3","1","15","Agadir","17","Rabat","14","Nador"
"2698","AB471180390","LSKDK","SNTYE","1999","Tetouan","Civil","3","12","20","9","10","10","12","4","2","2","20","Tanger","14","Casablanca","14","Rabat"
"2710","AB206687553","CZUYD","MZJAL","2001","Marrakech","Civil","3","20","19","12","17","16","11","3","0","1","19","Tanger","20","Tanger","11","Oujda"
"2711","AB369855253","CMBLN","XMUBR","2002","Casablanca","Civil","3","14","12","11","14","20","20","1","2","0","15","Marrakech","9","Rabat","13","Tanger"
"2712","AB718755902","ZFNAF","SWLTZ","1998","Agadir","Civil","3","9","15","16","9","16","9","5","2","0","9","Tanger","12","Tetouan","18","Oujda"
"2717","AB543663066","FXEMZ","TLCCG","2002","Tetouan","Civil","3","13","17","11","16","9","16","1","3","0","17","Marrakech","12","Oujda","20","Agadir"
"2718","AB193703028","POGQJ","SEWMI","2002","Tanger","Civil","3","19","14","17","10","14","9","0","2","1","10","Tetouan","18","Nador","18","Oujda"
"2721","AB988993596","LQZTX","JSZBJ","1999","Nador","Civil","1","10","20","17","20","13","16","4","0","0","13","Casablanca","16","Tetouan","14","Nador"
"2724","AB510910216","SHXFG","ACCQD","2002","Marrakech","Civil","1","14","13","19","20","19","19","1","1","2","18","Nador","13","Agadir","17","Agadir"
"2728","AB600513346","XUTWH","SETSE","1999","Oujda","Civil","1","12","9","15","12","17","12","5","2","2","18","Agadir","18","Fes","19","Tetouan"
"2731","AB423034320","AZDOS","QGZVV","2000","Tetouan","Civil","3","10","15","16","14","17","10","0","0","0","20","Agadir","16","Nador","17","Nador"
"2736","AB545768881","JKAFZ","MTWWP","2000","Rabat","Civil","3","10","19","11","15","20","11","2","3","2","13","Marrakech","20","Casablanca","19","Tanger"
"2743","AB414647369","PXIOL","KNGIE","1998","Nador","Civil","2","9","19","15","19","18","11","1","1","0","9","Casablanca","11","Casablanca","17","Tetouan"
"2748","AB341464697","MYDRW","NWJAC","1999","Oujda","Civil","1","11","16","15","9","12","10","4","3","0","15","Tetouan","17","Fes","14","Oujda"
"2759","AB151969665","YKRTX","VXPTT","2000","Casablanca","Civil","1","20","20","9","12","10","11","1","1","1","15","Oujda","14","Tetouan","19","Casablanca"
"2762","AB466273382","FHDSH","JZHYF","2000","Nador","Civil","2","9","11","10","11","12","12","5","0","2","13","Tanger","17","Rabat","18","Agadir"
"2767","AB078494675","ORHNF","YPUBD","1998","Rabat","Civil","3","19","15","12","12","19","15","0","2","2","19","Tanger","17","Nador","15","Tanger"
"2768","AB460642670","UUYPV","CMWNC","1999","Agadir","Civil","1","12","20","18","18","17","14","3","2","2","10","Rabat","9","Marrakech","13","Rabat"
"2772","AB690113742","ERMMQ","BIXEX","2002","Marrakech","Civil","2","14","10","9","12","18","15","5","1","2","16","Casablanca","15","Casablanca","12","Oujda"
"2774","AB554902642","SIFZR","ZQFUG","2002","Fes","Civil","3","10","16","20","13","20","18","5","2","2","16","Tetouan","17","Fes","17","Casablanca"
"2776","AB120745556","RTFOV","NVGXB","2002","Tanger","Civil","2","15","12","20","19","16","20","5","1","1","14","Casablanca","19","Agadir","10","Agadir"
"2780","AB880149810","MMJAL","MOEWA","1999","Nador","Civil","3","17","11","11","9","20","13","2","3","1","14","Rabat","11","Nador","11","Oujda"
"2783","AB693393362","VREZL","PRGUX","1998","Nador","Civil","1","14","18","12","12","13","11","1","3","1","18","Tanger","12","Casablanca","17","Oujda"
"2800","AB495319121","IGVSC","OKTMN","2001","Agadir","Civil","3","18","16","14","11","19","15","3","1","1","11","Casablanca","12","Casablanca","9","Tetouan"
"2806","AB222768879","XVKJW","KDQAL","2002","Oujda","Civil","2","16","10","9","15","19","16","2","0","0","9","Agadir","12","Tetouan","11","Marrakech"
"2808","AB496886119","MUTOG","IZUWC","2001","Agadir","Civil","1","13","13","13","12","16","15","2","2","0","12","Fes","15","Marrakech","20","Marrakech"
"2809","AB893052579","UWVTD","OQOTX","2001","Nador","Civil","1","12","17","18","10","10","20","3","1","0","12","Fes","11","Casablanca","20","Fes"
"2819","AB735394786","MIREA","VOUDD","2001","Tetouan","Civil","3","17","11","14","18","11","11","0","0","2","16","Rabat","13","Rabat","18","Tetouan"
"2820","AB967917926","JSFCF","ROBPV","1998","Casablanca","Civil","2","11","14","18","10","15","20","3","0","1","20","Rabat","12","Nador","12","Agadir"
"2826","AB313277018","UITMY","HXTOD","1999","Casablanca","Civil","2","16","12","9","16","16","17","3","1","1","13","Tetouan","20","Marrakech","19","Tanger"
"2829","AB033947685","FIQSA","ZBQOG","1998","Nador","Civil","1","19","11","15","18","10","11","0","1","0","11","Nador","11","Tanger","18","Casablanca"
"2830","AB617040599","HCTXE","PDBFR","2002","Agadir","Civil","3","16","11","18","14","17","9","4","1","1","19","Agadir","12","Nador","19","Tetouan"
"2831","AB628882010","AWZVD","RVSKG","1999","Tetouan","Civil","2","12","12","17","12","14","10","3","2","2","20","Tetouan","10","Agadir","13","Fes"
"2833","AB049619889","SVTQH","BDWVZ","2002","Rabat","Civil","3","16","18","10","20","18","9","4","0","1","12","Oujda","14","Agadir","14","Nador"
"2837","AB049522208","UVXQL","PGRPZ","2001","Oujda","Civil","2","12","17","10","12","15","12","2","2","0","10","Rabat","15","Tanger","16","Oujda"
"2838","AB121674438","GVGNT","QXNIT","2000","Agadir","Civil","3","16","11","18","14","14","13","4","1","1","14","Oujda","16","Oujda","19","Casablanca"
"2840","AB488630978","SCXIK","AKQWZ","1998","Casablanca","Civil","2","16","12","20","11","17","13","5","0","0","19","Agadir","15","Fes","9","Tanger"
"2857","AB058633497","UQLPW","QWBFF","2001","Tanger","Civil","1","12","10","17","14","9","17","3","1","0","16","Nador","10","Fes","10","Rabat"
"2865","AB287907269","GJOCG","QVWNS","1998","Rabat","Civil","3","17","11","9","15","10","12","1","1","2","13","Oujda","12","Casablanca","17","Nador"
