"cne","cin","Nom","Prenom","anneeNaissance","VilleBac","filiere","niveau","noteS1","noteS2","noteS3","noteS4","noteS5","noteS6","nbrAbsences","nbrRapportsMauvaiseConduite","nbrRapportsTriche","noteStage1","lieuxStage1","noteStage2","lieuxStage2","noteStage3","lieuxStage3"
"1588","AB317288805","QEOZP","UJRJT","2000","Oujda","Electrique","1","13","20","20","13","12","9","5","3","1","19","Marrakech","20","Tanger","17","Oujda"
"1590","AB385919557","VKULT","FFCIX","2000","Marrakech","Electrique","1","20","10","18","20","20","13","1","3","2","9","Rabat","16","Oujda","17","Tetouan"
"1597","AB927248713","OIXNY","WIFQS","2000","Nador","Electrique","1","19","15","15","15","18","15","1","3","1","17","Oujda","20","Rabat","14","Rabat"
"1601","AB853126465","WKMJA","UDUMI","1999","Nador","Electrique","3","13","20","20","14","18","20","0","2","0","20","Agadir","10","Tetouan","12","Oujda"
"1604","AB092214685","OUCHK","QSLAG","1998","Agadir","Electrique","2","18","11","16","14","10","11","2","2","2","11","Marrakech","19","Casablanca","14","Marrakech"
"1605","AB276209648","XEMOQ","OCQEQ","1998","Marrakech","Electrique","3","16","10","12","16","13","12","5","1","2","11","Nador","20","Casablanca","9","Fes"
"1611","AB091249995","RHBCS","LGSPK","1999","Fes","Electrique","1","12","13","13","15","13","9","1","3","2","11","Tanger","18","Tetouan","16","Agadir"
"1612","AB562918411","IXCNZ","WOTNA","1998","Agadir","Electrique","3","13","9","10","16","9","17","0","1","0","11","Marrakech","13","Fes","19","Nador"
"1623","AB231180755","PDSRB","DAUSO","1999","Tanger","Electrique","1","17","16","14","19","14","9","1","1","1","16","Rabat","15","Rabat","9","Rabat"
"1630","AB721662168","RYGGT","YIMPL","1998","Oujda","Electrique","2","12","15","12","18","12","17","0","2","1","15","Rabat","9","Oujda","11","Fes"
"1641","AB887679815","WZIGK","RHGVP","2002","Nador","Electrique","1","18","13","16","19","19","20","3","2","2","16","Oujda","20","Tanger","15","Oujda"
"1655","AB556009433","NOWGG","VPWSC","2000","Oujda","Electrique","2","12","17","10","13","14","18","1","3","0","15","Nador","16","Oujda","14","Nador"
"1656","AB100427722","PEANI","YZWUB","2001","Marrakech","Electrique","2","15","10","12","20","20","17","1","0","0","11","Agadir","18","Casablanca","18","Marrakech"
"1665","AB463527109","BCBZM","KLEAV","2000","Tetouan","Electrique","1","14","18","11","16","20","15","2","2","0","9","Nador","19","Oujda","13","Nador"
"1696","AB087648825","OVMJU","UJPQX","1998","Rabat","Electrique","1","11","13","13","15","17","20","3","0","2","12","Tanger","11","Tanger","12","Tanger"
"1697","AB402556451","HIDQN","BCLHP","1998","Tetouan","Electrique","3","17","19","18","19","12","17","3","3","1","12","Oujda","19","Nador","9","Tetouan"
"1707","AB971071934","ZPCQA","KUUBV","2000","Marrakech","Electrique","3","18","12","19","18","19","19","2","0","2","16","Nador","15","Tetouan","13","Oujda"
"1713","AB103078233","SBOJH","OAGXM","2001","Rabat","Electrique","2","11","20","16","20","15","10","1","1","1","15","Oujda","13","Agadir","11","Tetouan"
"1717","AB262364277","FBVWL","MKMTN","2001","Oujda","Electrique","1","12","9","14","10","17","17","4","1","2","10","Casablanca","10","Agadir","16","Rabat"
"1718","AB179856437","SYLGH","IWUNT","2002","Oujda","Electrique","3","13","9","13","15","13","12","0","1","1","15","Marrakech","13","Nador","12","Fes"
"1723","AB971736588","HDKOS","WOYVP","2000","Marrakech","Electrique","2","16","9","14","16","20","15","2","1","2","13","Tanger","10","Rabat","16","Rabat"
"1726","AB110261145","JMZCH","GNNZC","1999","Nador","Electrique","2","14","16","14","13","17","14","4","2","1","14","Tetouan","14","Fes","11","Oujda"
"1731","AB737906103","ZBPNY","PEKOC","2002","Nador","Electrique","3","18","18","15","9","17","18","0","3","0","16","Agadir","12","Casablanca","18","Agadir"
"1732","AB903435009","MPFMI","FNHBU","1998","Rabat","Electrique","1","16","19","19","9","9","10","3","0","1","11","Agadir","17","Casablanca","18","Agadir"
"1739","AB959489237","ZFFZJ","ZLGIU","1999","Rabat","Electrique","2","16","13","18","14","9","11","4","3","2","14","Fes","18","Nador","16","Rabat"
"1740","AB107735356","PFZCS","ENKWQ","2000","Rabat","Electrique","2","9","17","14","18","14","10","4","1","1","20","Tanger","12","Tetouan","10","Tanger"
"1746","AB858888545","GGUER","ZJQPZ","2001","Oujda","Electrique","1","15","9","14","12","11","11","2","2","1","11","Tetouan","20","Nador","15","Fes"
"1747","AB317276255","SHUFD","IUGLT","1999","Oujda","Electrique","1","20","10","10","18","15","18","1","0","2","20","Tanger","10","Oujda","10","Tanger"
"1748","AB200156863","XHSZQ","JBSAD","1999","Agadir","Electrique","3","13","16","13","18","11","13","5","0","2","17","Casablanca","13","Oujda","20","Rabat"
"1749","AB877387192","WYEZT","UCKAK","2000","Rabat","Electrique","3","13","17","16","10","20","18","5","3","2","13","Tetouan","12","Casablanca","20","Tetouan"
"1754","AB738604875","FHRWA","OJDYT","1999","Agadir","Electrique","1","13","17","13","19","20","20","1","0","2","10","Marrakech","18","Marrakech","13","Tanger"
"1764","AB454726846","RGJRE","JLSXX","1998","Tetouan","Electrique","2","18","11","17","9","10","10","0","3","0","10","Marrakech","12","Marrakech","17","Fes"
"1771","AB592672722","QLUGH","XLJHF","2001","Tetouan","Electrique","3","12","20","20","10","19","17","2","3","1","16","Fes","18","Marrakech","17","Marrakech"
"1774","AB072550435","SJMPI","IQSJC","1999","Casablanca","Electrique","1","10","19","9","18","14","19","1","3","0","20","Agadir","9","Fes","9","Rabat"
"1789","AB096454465","YPJIW","QEEVV","2001","Oujda","Electrique","3","20","12","16","10","18","16","5","2","0","9","Tanger","13","Casablanca","17","Nador"
"1799","AB612125531","LUJSD","LZWQO","1998","Tetouan","Electrique","1","12","20","13","15","13","12","0","1","2","14","Tanger","15","Fes","15","Casablanca"
"1803","AB555389417","TNZLU","MQTNP","2000","Oujda","Electrique","1","10","10","18","17","15","20","1","1","0","13","Casablanca","10","Fes","11","Nador"
"1812","AB908782070","SEWRX","IDTQF","1999","Agadir","Electrique","1","9","18","19","20","9","16","3","1","0","20","Tetouan","17","Agadir","12","Agadir"
"1824","AB431081823","TXLIK","TSOLP","2002","Nador","Electrique","1","15","11","17","14","15","14","5","1","2","15","Tetouan","12","Agadir","12","Tanger"
"1827","AB990919996","GDTZG","FQIUC","1998","Marrakech","Electrique","1","15","17","16","13","13","18","2","1","0","20","Nador","19","Nador","20","Oujda"
"1833","AB627560639","KMCWN","KHHKD","1998","Tetouan","Electrique","3","9","15","18","11","11","20","0","1","0","13","Tanger","10","Fes","14","Casablanca"
"1840","AB899096349","GACPR","WXHXR","1998","Marrakech","Electrique","3","12","14","15","19","13","14","5","2","0","14","Marrakech","12","Fes","18","Nador"
"1845","AB858743554","OHOBA","GFNQO","2001","Oujda","Electrique","1","10","18","18","20","18","14","0","1","0","12","Fes","14","Tanger","12","Rabat"
"1851","AB019802687","PCHLQ","NJWWH","2001","Marrakech","Electrique","1","17","18","14","17","16","11","4","2","2","11","Nador","13","Marrakech","18","Oujda"
"1852","AB330069607","IRNLQ","CWKDS","2000","Oujda","Electrique","2","20","15","14","20","20","20","1","0","0","19","Tanger","11","Oujda","10","Fes"
"1856","AB400680531","AKSSU","XPZRC","2000","Tetouan","Electrique","3","17","9","15","18","14","11","5","3","1","14","Casablanca","16","Casablanca","20","Fes"
"1857","AB551832341","QRKOT","GFPIK","2000","Nador","Electrique","1","11","13","10","11","11","12","5","2","1","14","Marrakech","18","Fes","15","Rabat"
"1860","AB396421790","HUAMI","SXUNN","1999","Oujda","Electrique","1","9","16","15","12","16","15","0","0","0","10","Rabat","12","Marrakech","14","Oujda"
"1871","AB184848323","FLPLC","EGWBS","1999","Marrakech","Electrique","3","18","14","9","11","13","17","2","3","0","19","Oujda","18","Rabat","10","Casablanca"
"1878","AB878218753","OMFIU","ABSES","2002","Tanger","Electrique","1","16","15","14","19","12","17","5","1","1","18","Tanger","14","Fes","13","Tanger"
"1884","AB297817702","SXCLP","GESHO","1998","Casablanca","Electrique","2","10","10","15","11","13","19","4","2","2","17","Marrakech","12","Agadir","12","Tanger"
"1886","AB794472581","LTBEH","WJDOB","1998","Tanger","Electrique","1","9","19","16","16","17","16","5","2","2","12","Rabat","17","Oujda","14","Fes"
"1888","AB781465612","ZDRQJ","XSENU","2000","Marrakech","Electrique","1","18","9","10","10","20","10","3","3","1","10","Agadir","18","Fes","20","Marrakech"
"1890","AB859149926","JGULQ","PKFER","1998","Oujda","Electrique","3","15","19","20","15","16","15","2","2","2","14","Agadir","20","Oujda","17","Oujda"
"1895","AB666916019","NMSZC","DRAVP","1998","Fes","Electrique","3","18","18","14","12","12","10","0","0","1","11","Oujda","20","Fes","11","Rabat"
"1899","AB219283173","QHFXB","LFVFB","1998","Tetouan","Electrique","1","17","16","12","20","14","10","2","2","1","20","Tetouan","13","Agadir","19","Casablanca"
"1905","AB806876976","LCCDY","BQZOX","1998","Tanger","Electrique","1","16","11","14","10","12","13","1","2","0","15","Marrakech","19","Nador","10","Oujda"
"1909","AB959724114","WJXBI","UBDYY","2002","Tetouan","Electrique","2","15","19","11","10","14","11","5","1","1","19","Casablanca","20","Tanger","19","Rabat"
"1910","AB051807424","QEDBY","IYQUI","2002","Nador","Electrique","3","12","13","15","20","9","9","0","2","1","13","Tetouan","13","Agadir","16","Tetouan"
"1914","AB945952113","UXEST","UKUUY","2000","Oujda","Electrique","2","17","15","14","19","16","10","3","0","2","15","Oujda","19","Nador","17","Fes"
"1916","AB490987673","OIRWV","UPEMW","2000","Tanger","Electrique","1","17","9","16","15","17","15","1","3","1","13","Nador","17","Nador","20","Nador"
"1930","AB287715873","PWBXW","KGIHB","2002","Casablanca","Electrique","3","20","17","20","16","13","16","2","0","0","11","Nador","15","Fes","12","Tanger"
"1933","AB458195150","MJRCL","LNHYW","2001","Nador","Electrique","1","13","12","15","18","13","14","2","1","0","10","Fes","9","Oujda","14","Tetouan"
"1942","AB704770281","KTKLN","XVKPJ","2002","Tetouan","Electrique","1","11","15","15","18","18","16","1","2","2","15","Rabat","16","Fes","17","Rabat"
"1952","AB992791755","WZQFG","CNDFR","2002","Fes","Electrique","2","15","10","12","20","19","17","3","3","1","15","Casablanca","19","Marrakech","20","Tanger"
"1961","AB770434993","HNGOX","IYLEU","2001","Oujda","Electrique","1","11","12","15","13","10","15","2","0","1","20","Tanger","11","Casablanca","20","Casablanca"
"1964","AB570134929","OOAQW","LIPRV","2002","Tetouan","Electrique","1","10","20","18","19","15","17","4","2","2","15","Nador","13","Rabat","20","Tetouan"
"1966","AB588644566","FFXOU","EUWPL","2001","Fes","Electrique","1","20","9","11","10","14","9","5","0","1","14","Oujda","19","Oujda","18","Nador"
"1969","AB566468899","CADFI","MNOOH","1999","Casablanca","Electrique","3","19","18","16","20","14","18","5","0","0","12","Casablanca","10","Rabat","18","Oujda"
"1971","AB352813462","JGLGN","YWNMV","1999","Fes","Electrique","1","19","19","12","9","14","12","3","2","0","9","Agadir","12","Tanger","14","Fes"
"1973","AB727998924","VQONA","CGKUR","2001","Rabat","Electrique","1","20","12","16","17","16","20","5","0","1","18","Tanger","17","Nador","13","Oujda"
"1974","AB619637335","DDGNP","ZVKPU","1998","Agadir","Electrique","3","20","14","19","12","15","12","2","0","1","14","Rabat","20","Marrakech","18","Casablanca"
"1980","AB406477314","KEUTB","QERTO","1999","Nador","Electrique","1","16","18","16","12","13","9","0","1","1","10","Oujda","14","Tetouan","20","Rabat"
"1982","AB450904472","CFSLW","EKIBW","2002","Fes","Electrique","2","16","12","10","13","10","17","3","0","0","9","Tanger","16","Tanger","12","Marrakech"
"1983","AB120210700","XTTWM","MWPCJ","1998","Oujda","Electrique","3","18","10","14","11","19","11","1","1","0","20","Oujda","18","Tetouan","12","Agadir"
"1985","AB700349464","XWUIS","XMYVT","2000","Tanger","Electrique","3","19","16","11","12","11","14","4","3","1","19","Tetouan","18","Fes","10","Casablanca"
"1990","AB392252689","PJIJV","SWHHL","1999","Tetouan","Electrique","2","10","10","17","9","17","16","2","2","1","13","Rabat","9","Tetouan","20","Marrakech"
"1991","AB309007281","VLTIE","NEWQE","2002","Fes","Electrique","2","17","18","11","9","12","20","4","2","2","14","Agadir","19","Marrakech","15","Fes"
"1999","AB821262963","ZBCLF","FVRTZ","2001","Oujda","Electrique","2","18","9","16","17","15","12","3","3","0","17","Rabat","17","Agadir","16","Rabat"
"2003","AB392187329","POTNR","SKXFZ","1998","Casablanca","Electrique","3","20","20","19","11","10","13","3","0","1","19","Tanger","20","Marrakech","17","Oujda"
"2014","AB430727868","AGMDN","IFGAZ","2000","Marrakech","Electrique","3","17","16","11","14","14","9","3","3","0","19","Tetouan","18","Agadir","10","Casablanca"
"2017","AB879130021","AQWZE","SELGD","1999","Tetouan","Electrique","1","20","18","13","19","9","9","3","0","2","13","Rabat","9","Fes","13","Tanger"
"2020","AB722506753","AFVQG","XFGJE","1998","Nador","Electrique","1","18","11","11","19","14","13","4","3","2","12","Casablanca","13","Casablanca","13","Nador"
"2024","AB761666294","LOQEY","PPKQW","1999","Tetouan","Electrique","3","15","12","18","18","12","14","5","2","2","9","Fes","9","Oujda","11","Casablanca"
"2027","AB486093543","IJHHX","WPORB","2002","Agadir","Electrique","3","14","10","15","17","16","16","5","1","0","9","Oujda","16","Casablanca","19","Marrakech"
"2036","AB631847743","VQTAD","IBOWV","1998","Rabat","Electrique","3","12","10","12","13","13","14","4","0","2","16","Tanger","20","Tanger","12","Marrakech"
"2038","AB996545669","SIQZD","MJOHS","2001","Nador","Electrique","1","11","14","14","13","17","11","3","1","1","11","Tetouan","19","Casablanca","17","Oujda"
"2045","AB905930094","FJZEM","GEEUW","2000","Rabat","Electrique","3","16","20","9","10","15","11","3","1","0","18","Oujda","15","Oujda","10","Agadir"
"2047","AB248161153","KFRZK","HTMNU","2000","Tetouan","Electrique","2","17","9","11","9","19","15","1","3","1","14","Tetouan","10","Tanger","12","Oujda"
"2055","AB237231978","HPLZR","EMDEL","2000","Tanger","Electrique","2","15","12","20","11","16","14","1","3","2","12","Rabat","17","Agadir","18","Marrakech"
"2059","AB628256022","OFJIA","HSMKA","2000","Tetouan","Electrique","3","18","19","10","10","13","19","5","1","2","18","Tanger","14","Nador","18","Oujda"
"2066","AB989299102","OJJOR","VNESX","2002","Oujda","Electrique","2","16","10","11","17","15","20","3","2","1","9","Nador","20","Tetouan","9","Tanger"
"2070","AB928321868","CICFA","UMDSK","1999","Fes","Electrique","2","14","13","12","13","10","20","2","1","0","20","Nador","16","Tetouan","9","Casablanca"
"2073","AB722499332","LGZQR","QTNBS","1998","Nador","Electrique","3","20","20","19","9","19","11","3","1","0","16","Oujda","16","Nador","13","Agadir"
"2080","AB474700413","BQPBP","ECHIR","2000","Casablanca","Electrique","3","20","17","19","12","11","11","3","3","0","15","Oujda","18","Fes","13","Rabat"
"2087","AB755775855","HDBJL","QLEOW","1998","Agadir","Electrique","2","10","18","15","12","17","17","4","2","0","19","Oujda","15","Agadir","9","Marrakech"
"2102","AB125679561","AXPBJ","TIIKP","2001","Agadir","Electrique","2","15","16","12","16","13","13","3","2","2","12","Nador","19","Agadir","9","Marrakech"
"2107","AB932319207","NENID","KGSJI","2002","Agadir","Electrique","3","10","18","12","17","16","14","4","1","1","11","Agadir","16","Casablanca","15","Rabat"
"2121","AB638733474","HCJLX","QFDMQ","2000","Marrakech","Electrique","1","9","18","10","15","12","9","1","3","1","11","Tetouan","16","Tanger","15","Nador"
"2122","AB818659401","OLWCU","ZLMZH","1999","Marrakech","Electrique","1","11","10","18","16","12","18","5","1","1","10","Tetouan","16","Tanger","12","Nador"
"2125","AB541058927","FBEKR","LEDCY","1998","Tetouan","Electrique","2","17","20","15","14","20","14","1","0","0","16","Rabat","19","Tanger","9","Agadir"
"2127","AB531417434","FBRNW","REPBY","2001","Tetouan","Electrique","1","11","12","13","19","13","18","4","1","0","10","Rabat","13","Agadir","15","Agadir"
"2135","AB980383365","HGIJW","OHRJL","1998","Fes","Electrique","1","13","18","18","16","12","10","1","0","1","9","Tanger","9","Casablanca","9","Agadir"
"2140","AB511992761","WGUUR","NLVTW","1998","Oujda","Electrique","3","15","12","14","9","20","18","2","0","0","16","Rabat","15","Fes","10","Agadir"
"2142","AB583251325","OKVRM","BMYPX","1998","Oujda","Electrique","1","11","20","11","18","16","9","2","3","0","10","Marrakech","12","Rabat","18","Marrakech"
"2145","AB554815895","UVIZX","AIYNE","1998","Oujda","Electrique","1","14","17","17","20","20","10","5","2","0","12","Marrakech","20","Rabat","11","Tetouan"
"2153","AB135450369","BBLXM","EKBSL","1998","Tanger","Electrique","2","14","17","12","11","18","9","4","3","1","20","Agadir","12","Nador","11","Tetouan"
"2157","AB235123471","WSWGB","HCKAA","1999","Oujda","Electrique","2","15","9","9","19","17","20","2","3","0","14","Fes","10","Marrakech","18","Agadir"
"2158","AB341812203","PQHOP","OUSGA","1998","Nador","Electrique","2","9","15","16","16","12","19","5","2","0","20","Rabat","18","Tanger","13","Casablanca"
"2161","AB116743214","UJSWA","FMLPU","2001","Nador","Electrique","3","16","14","9","20","14","9","4","2","1","16","Tanger","20","Marrakech","18","Agadir"
"2172","AB101119719","OSZFZ","CHNZW","2001","Nador","Electrique","3","15","12","14","20","10","10","0","1","1","12","Tanger","10","Oujda","18","Marrakech"
"2173","AB307781969","LKHAM","CRSDX","1999","Marrakech","Electrique","3","20","18","18","19","10","20","4","1","0","15","Nador","10","Rabat","20","Rabat"
"2174","AB500750914","RVCNW","BLKMW","2002","Marrakech","Electrique","3","20","20","13","10","13","15","3","2","0","16","Casablanca","13","Rabat","10","Tetouan"
"2175","AB735677983","TXSAI","LFTLX","1998","Agadir","Electrique","1","16","16","12","20","17","14","2","1","1","10","Casablanca","16","Rabat","20","Rabat"
"2176","AB797865019","KOPAA","BRVBM","2000","Nador","Electrique","1","10","15","16","20","17","18","5","1","1","14","Fes","13","Rabat","12","Nador"
"2186","AB059563313","CGOIY","YVLTK","1998","Tetouan","Electrique","1","19","20","19","18","15","10","5","3","2","12","Tetouan","9","Nador","18","Oujda"
"2198","AB240202545","RMXSG","RUXUN","1999","Tanger","Electrique","1","15","18","20","12","16","10","4","1","1","14","Rabat","9","Casablanca","20","Casablanca"
"2210","AB090177488","ZINMN","SLMCE","1999","Oujda","Electrique","2","18","11","18","12","19","14","5","2","1","17","Tanger","10","Nador","12","Nador"
"2213","AB037337056","WDVSB","YOTRY","1998","Marrakech","Electrique","1","11","10","9","16","10","17","3","0","2","14","Tetouan","9","Tanger","17","Agadir"
"2220","AB152584450","JTJXP","LXGVP","2001","Oujda","Electrique","1","9","20","14","12","16","18","1","3","1","10","Fes","14","Casablanca","9","Rabat"
"2227","AB102674559","MRVLE","RPCHN","1998","Fes","Electrique","2","17","17","13","9","9","9","5","1","0","18","Marrakech","15","Nador","14","Nador"
"2230","AB272249969","EEODW","PMMJP","2000","Nador","Electrique","3","18","20","16","9","17","16","2","2","0","11","Casablanca","9","Agadir","13","Rabat"
"2231","AB577088288","VUJOW","YYPIW","1998","Rabat","Electrique","1","14","16","13","18","19","12","0","0","2","14","Rabat","15","Agadir","12","Casablanca"
"2233","AB237821312","XODZR","WJWFO","2002","Rabat","Electrique","3","12","20","18","9","13","9","2","1","2","16","Oujda","11","Casablanca","20","Tetouan"
"2240","AB759246422","LFAKK","HRWHT","2002","Agadir","Electrique","1","18","10","12","12","15","13","0","1","0","10","Casablanca","17","Casablanca","18","Agadir"
"2251","AB150318401","NULUZ","ISGPX","2002","Nador","Electrique","2","10","19","16","9","19","20","3","0","2","19","Tetouan","14","Tanger","19","Tanger"
"2256","AB587148184","GVJRT","JIRYX","2002","Agadir","Electrique","3","11","14","18","13","20","17","0","0","2","11","Fes","15","Casablanca","17","Rabat"
"2258","AB270219271","BRTAU","IWKLD","2000","Nador","Electrique","3","11","15","11","10","15","13","4","1","2","16","Casablanca","19","Nador","15","Marrakech"
"2260","AB828375533","CKRLB","OCIQT","1999","Marrakech","Electrique","3","18","12","20","15","9","10","4","1","1","9","Agadir","14","Agadir","20","Tanger"
"2264","AB356853409","EDRSO","JUPDV","2002","Marrakech","Electrique","2","14","10","20","14","11","17","4","1","2","11","Fes","15","Agadir","13","Oujda"
"2275","AB696397916","OQFQN","HZRRW","2002","Tanger","Electrique","3","10","16","11","14","10","16","3","0","1","19","Tetouan","16","Tanger","18","Tanger"
"2281","AB090860430","WAVHK","WEQNW","2001","Marrakech","Electrique","1","15","11","11","19","14","17","0","2","0","12","Casablanca","15","Fes","12","Tanger"
"2283","AB724943434","NBOPI","HVLQH","1999","Agadir","Electrique","2","11","20","18","16","15","12","4","0","2","11","Fes","12","Casablanca","10","Tetouan"
"2288","AB321814943","KMOGZ","JSZZN","2002","Casablanca","Electrique","1","19","12","16","11","20","11","5","3","0","17","Tanger","16","Rabat","16","Tetouan"
"2289","AB210554805","LBPRO","UZPPE","1998","Fes","Electrique","3","15","19","20","20","20","9","2","0","2","11","Oujda","16","Casablanca","14","Agadir"
"2290","AB109604355","KHWUD","BJATK","1999","Oujda","Electrique","3","15","14","13","11","20","9","2","0","2","20","Oujda","13","Tanger","13","Oujda"
"2291","AB377171888","UIDUR","AUVSO","2001","Tetouan","Electrique","1","13","12","10","15","16","16","3","0","1","9","Agadir","19","Agadir","13","Agadir"
"2295","AB298414830","QTUJY","EBQML","2002","Casablanca","Electrique","3","17","20","18","14","13","9","3","3","2","9","Fes","19","Tanger","19","Nador"
"2308","AB904306613","NOFYL","YZSNU","2002","Oujda","Electrique","1","12","10","16","20","13","10","0","0","0","12","Casablanca","14","Rabat","16","Rabat"
"2310","AB600933950","VKUBR","ZDHIP","2001","Nador","Electrique","2","11","9","12","9","10","17","5","0","2","19","Tanger","14","Agadir","19","Casablanca"
"2315","AB993333773","VTVCC","PXJXN","2002","Nador","Electrique","2","20","16","18","18","18","9","2","2","0","16","Tanger","9","Tanger","11","Nador"
"2321","AB433422826","SMWCH","ZVYIR","1999","Oujda","Electrique","2","9","13","9","19","12","12","4","0","2","11","Rabat","10","Agadir","19","Casablanca"
"2322","AB521381194","VFNGC","QQDNM","2002","Tanger","Electrique","1","10","16","16","17","11","13","4","0","1","16","Tetouan","9","Nador","15","Tanger"
"2323","AB915614187","PGVOF","XVTVY","2000","Agadir","Electrique","3","14","14","20","17","20","10","2","2","1","17","Fes","10","Nador","14","Agadir"
"2329","AB112009507","OQEEL","BNPGP","1999","Fes","Electrique","1","16","14","11","17","15","17","1","0","0","19","Tanger","13","Tetouan","14","Rabat"
"2334","AB009438059","QXEUG","AIOXM","2000","Oujda","Electrique","3","16","13","9","12","13","9","3","0","2","12","Rabat","19","Fes","11","Oujda"
"2336","AB917354345","KOLKO","RNCQT","1999","Nador","Electrique","3","14","19","20","12","16","9","5","1","0","20","Tetouan","16","Fes","15","Marrakech"
"2340","AB358739493","PNKLA","RXTCN","1998","Fes","Electrique","2","12","17","9","12","19","10","3","0","0","14","Tetouan","18","Oujda","16","Tanger"
"2341","AB713760975","ZWMVA","WCFQH","2000","Marrakech","Electrique","3","15","20","18","13","17","10","4","1","2","9","Marrakech","16","Tetouan","9","Marrakech"
"2342","AB578376316","SKOJC","ZIFWH","2002","Rabat","Electrique","2","9","18","13","18","19","16","5","3","2","16","Fes","12","Agadir","13","Fes"
"2355","AB311449306","YPDGV","JPXAJ","2000","Oujda","Electrique","2","13","18","13","20","18","18","4","1","2","19","Tanger","15","Tanger","11","Tetouan"
"2359","AB913449582","FWDGW","XYIYP","2001","Oujda","Electrique","2","20","14","14","16","20","12","4","0","2","15","Tanger","13","Tanger","13","Casablanca"
"2360","AB511174078","NWJUK","EAVZN","1999","Tetouan","Electrique","3","16","17","10","12","11","14","5","2","2","9","Tanger","17","Tetouan","11","Marrakech"
"2361","AB700508819","LNJWF","WAJLB","1998","Rabat","Electrique","3","13","9","16","16","17","13","0","1","2","17","Oujda","15","Fes","14","Agadir"
"2363","AB930971340","GNLKP","RJVSV","2000","Agadir","Electrique","2","10","10","14","15","14","11","1","3","1","17","Marrakech","18","Rabat","11","Oujda"
"2369","AB021168833","XLVIO","YHZMB","2001","Marrakech","Electrique","3","9","15","13","17","16","13","1","1","1","9","Rabat","9","Nador","20","Tetouan"
"2381","AB220441613","CPEYU","XXQXC","2000","Marrakech","Electrique","3","14","20","16","10","9","10","0","3","0","20","Tanger","19","Agadir","16","Marrakech"
"2394","AB398876690","ROUDO","QCWFJ","2001","Agadir","Electrique","2","17","20","15","10","19","14","0","0","2","19","Tanger","13","Tanger","19","Casablanca"
"2398","AB652964973","LUDMY","EIZUA","2001","Marrakech","Electrique","2","9","15","18","18","16","12","2","2","1","16","Marrakech","14","Casablanca","18","Tetouan"
"2401","AB001714894","RMTEC","KLFTS","1998","Marrakech","Electrique","3","17","20","15","20","9","20","3","1","0","16","Tetouan","12","Casablanca","15","Oujda"
"2403","AB829434317","WYZSD","GIEYR","1999","Nador","Electrique","3","14","14","16","12","9","20","4","1","2","9","Rabat","9","Oujda","10","Tanger"
"2407","AB849326338","BABNY","UELIH","2002","Agadir","Electrique","3","19","19","18","12","15","10","0","2","2","14","Oujda","11","Oujda","16","Marrakech"
"2409","AB999256066","FUDVL","GWRLQ","2001","Tetouan","Electrique","1","16","18","19","16","18","11","5","1","2","9","Tetouan","20","Fes","15","Marrakech"
"2415","AB516122283","IOATG","XSBXB","1999","Marrakech","Electrique","2","12","9","13","13","12","16","4","0","2","13","Casablanca","14","Tanger","12","Rabat"
"2425","AB182350116","HCWOD","FFCAS","1999","Fes","Electrique","1","20","15","17","9","16","20","1","3","0","12","Agadir","15","Tanger","18","Tanger"
"2431","AB479305426","QOPUG","GRREM","2002","Rabat","Electrique","3","12","11","9","9","18","18","4","2","0","15","Fes","15","Tetouan","15","Marrakech"
"2432","AB146292144","OEALE","DXRBD","1999","Rabat","Electrique","2","14","15","13","11","11","11","4","3","0","11","Marrakech","15","Oujda","15","Tetouan"
"2441","AB406287823","FFMUZ","PWWTD","2002","Oujda","Electrique","3","12","20","13","16","16","12","4","3","2","12","Rabat","9","Tetouan","16","Casablanca"
"2446","AB896820176","GYYPZ","GYSEO","1998","Agadir","Electrique","1","15","15","9","20","12","18","0","3","2","18","Tetouan","9","Rabat","12","Tanger"
"2449","AB586363018","TJRGA","ITFXS","1999","Tanger","Electrique","2","15","9","11","11","12","16","1","3","2","17","Nador","12","Fes","13","Marrakech"
"2459","AB077230199","XTNPM","DMJVG","1999","Nador","Electrique","1","17","19","9","11","9","12","2","3","0","19","Casablanca","9","Casablanca","12","Rabat"
"2461","AB857877284","ODQZR","KPQAC","1998","Marrakech","Electrique","1","9","17","15","12","15","18","2","2","2","12","Fes","14","Nador","10","Agadir"
"2465","AB520910611","CFAZO","OQFMH","1999","Marrakech","Electrique","3","15","14","17","13","16","14","5","2","1","15","Oujda","20","Nador","12","Fes"
"2467","AB965946837","OTXMO","ICYYD","1998","Fes","Electrique","1","11","9","18","13","9","10","3","1","1","9","Fes","11","Rabat","20","Nador"
"2469","AB979761103","QAQNS","IVKJA","1999","Marrakech","Electrique","2","19","12","18","17","10","13","1","0","1","10","Marrakech","11","Oujda","16","Marrakech"
"2470","AB218095491","EENKZ","BFCLF","1999","Rabat","Electrique","1","11","13","20","13","15","14","2","2","1","13","Fes","18","Marrakech","17","Oujda"
"2481","AB958040349","WZVHU","BQLEA","1998","Tanger","Electrique","2","13","20","11","10","13","13","5","1","0","19","Casablanca","15","Marrakech","16","Tetouan"
"2484","AB599095765","GKDJO","BHNZM","1999","Tetouan","Electrique","3","10","17","16","11","14","9","1","1","2","11","Marrakech","14","Oujda","14","Tetouan"
