"cne","cin","Nom","Prenom","anneeNaissance","VilleBac","filiere","niveau","noteS1","noteS2","noteS3","noteS4","noteS5","noteS6","nbrAbsences","nbrRapportsMauvaiseConduite","nbrRapportsTriche","noteStage1","lieuxStage1","noteStage2","lieuxStage2","noteStage3","lieuxStage3"
"2418","AB274716124","TMGFT","FBFUP","1998","Tanger","Finance","3","10","9","14","9","19","20","3","3","0","14","Oujda","12","Agadir","14","Casablanca"
"2422","AB381764187","QRQLN","MANGC","1998","Agadir","Finance","3","18","11","9","11","10","17","1","0","0","17","Agadir","18","Agadir","13","Oujda"
"2427","AB322402339","QKWXB","OLLMK","2001","Tetouan","Finance","2","20","15","10","17","20","13","2","0","2","20","Rabat","19","Rabat","16","Nador"
"2429","AB299575461","MQSTS","UCJVD","2001","Fes","Finance","3","17","18","13","9","17","12","1","0","1","18","Agadir","17","Marrakech","17","Oujda"
"2434","AB114547490","QRLPC","GXOAN","2001","Tanger","Finance","3","16","16","9","20","20","19","5","3","1","17","Tanger","20","Nador","10","Oujda"
"2439","AB723620336","GGQSE","UBGKG","2001","Casablanca","Finance","2","13","17","13","16","14","17","3","1","1","16","Rabat","14","Fes","20","Tetouan"
"2443","AB451357639","CMTQL","GBVHQ","2000","Oujda","Finance","3","16","19","10","12","14","17","2","3","2","10","Agadir","18","Fes","20","Rabat"
"2445","AB065224529","NRKNO","EUEPR","1999","Tanger","Finance","2","9","9","9","14","18","12","0","1","2","10","Fes","14","Marrakech","19","Tanger"
"2448","AB381924508","UQBSI","BSWKM","2001","Casablanca","Finance","3","10","13","18","15","15","19","5","1","2","11","Agadir","13","Tetouan","18","Nador"
"2456","AB615376191","LJXDZ","WLRHX","1998","Nador","Finance","3","10","17","19","9","11","19","0","2","1","12","Tanger","17","Tanger","11","Casablanca"
"2458","AB527224154","XIJAT","PGITV","2002","Tetouan","Finance","3","18","13","15","15","19","14","2","3","1","11","Tetouan","15","Casablanca","20","Agadir"
"2463","AB093835275","OSOWS","JDAJI","2000","Tetouan","Finance","1","19","19","20","19","11","15","5","3","2","9","Oujda","10","Tanger","9","Tanger"
"2466","AB818746555","VMQYM","ACIUP","2000","Marrakech","Finance","1","16","20","15","15","16","10","0","2","2","10","Oujda","10","Tanger","18","Casablanca"
"2474","AB967835029","ZMIEU","COETO","2002","Casablanca","Finance","2","11","17","20","12","12","14","2","2","1","13","Agadir","16","Fes","19","Tetouan"
"2479","AB928058036","CHEQE","ULPVB","2002","Rabat","Finance","2","10","17","15","18","17","12","2","1","2","12","Oujda","11","Agadir","16","Marrakech"
"2482","AB366231197","XERKJ","LAVUX","1999","Agadir","Finance","2","18","19","18","16","10","11","0","1","0","17","Agadir","14","Oujda","15","Oujda"
"2486","AB441149573","YIXKX","FXQLY","2002","Agadir","Finance","1","14","14","12","15","15","11","3","0","1","10","Oujda","12","Tanger","9","Tanger"
"2490","AB853603848","EVWZK","PWORU","2002","Fes","Finance","3","16","16","11","13","18","17","0","0","0","12","Tanger","11","Oujda","16","Fes"
"2495","AB151482866","HDEWS","XVPKE","2002","Tanger","Finance","2","12","20","17","9","16","12","2","3","0","13","Oujda","13","Oujda","19","Tetouan"
"2515","AB271807406","IOGLY","RCQOP","1998","Nador","Finance","1","13","13","12","18","18","13","1","0","1","9","Oujda","11","Fes","14","Agadir"
"2518","AB991125224","GVQFG","ZMNYS","2001","Tanger","Finance","2","20","12","11","20","13","16","4","2","1","14","Rabat","11","Fes","11","Rabat"
"2522","AB692938748","INMYN","NLEKE","1998","Nador","Finance","3","13","17","14","17","12","14","5","2","0","14","Marrakech","13","Agadir","17","Agadir"
"2533","AB097737116","PSRTB","QGGNF","2002","Casablanca","Finance","2","17","16","11","17","18","10","0","0","0","18","Rabat","10","Agadir","16","Marrakech"
"2535","AB253960451","UFHEA","NZJWM","1999","Oujda","Finance","3","17","19","19","20","16","16","4","1","1","18","Oujda","11","Agadir","18","Tanger"
"2536","AB228572744","XCGBI","GXNNM","1998","Agadir","Finance","2","17","12","11","10","11","10","3","1","0","18","Agadir","20","Marrakech","15","Agadir"
"2537","AB585009895","PMJYS","OTZRV","1998","Casablanca","Finance","3","16","16","13","12","10","12","2","1","1","16","Tanger","20","Marrakech","11","Oujda"
"2538","AB392418926","YGWTA","EHUJB","2001","Tanger","Finance","2","11","18","14","17","11","15","1","1","2","10","Nador","14","Casablanca","13","Tetouan"
"2552","AB883255509","EHHKD","WGNGQ","2002","Nador","Finance","2","20","20","13","12","12","12","0","1","1","13","Marrakech","10","Tetouan","16","Tetouan"
"2555","AB453586113","XDJEY","NYOHZ","1998","Oujda","Finance","3","13","12","16","18","15","12","2","3","1","14","Tetouan","17","Marrakech","15","Fes"
"2559","AB051306217","HWNKW","IKRYZ","1998","Fes","Finance","1","12","18","17","16","18","10","4","1","2","19","Fes","11","Tanger","19","Fes"
"2568","AB371725696","ZFNTV","VDJYM","2000","Agadir","Finance","3","9","13","18","13","19","18","4","2","2","15","Tetouan","14","Rabat","17","Tetouan"
"2579","AB500861063","DLJMK","LCILT","1998","Agadir","Finance","3","11","11","17","20","11","20","4","1","2","10","Agadir","19","Agadir","20","Marrakech"
"2586","AB424629983","ZMSAM","WYPGC","2002","Oujda","Finance","3","13","20","19","20","12","16","5","2","1","19","Oujda","10","Agadir","15","Casablanca"
"2597","AB056233056","LWUPB","UMBYC","1998","Fes","Finance","3","11","16","10","14","10","14","0","3","0","19","Marrakech","13","Rabat","9","Fes"
"2601","AB679150024","YBQRH","APZIL","2002","Casablanca","Finance","2","14","17","9","11","12","10","0","2","1","12","Nador","18","Nador","18","Tetouan"
"2605","AB637448369","XJKJX","RTWUJ","2000","Oujda","Finance","3","9","12","13","11","20","9","5","2","1","9","Nador","12","Casablanca","17","Nador"
"2606","AB389488597","USYRM","SKFMA","1999","Tanger","Finance","3","16","11","19","15","15","10","2","1","1","19","Oujda","12","Nador","10","Nador"
"2609","AB220141961","HKLFC","DDECP","1999","Oujda","Finance","2","9","14","13","11","11","15","3","0","2","10","Tetouan","19","Agadir","13","Casablanca"
"2613","AB169845546","DNQUT","YJXIK","1999","Casablanca","Finance","2","19","13","16","19","19","18","2","2","0","10","Rabat","14","Casablanca","19","Tanger"
"2616","AB680647114","ZTRBQ","XVFSE","1998","Nador","Finance","1","12","14","12","20","15","15","4","1","1","15","Agadir","15","Fes","12","Agadir"
"2620","AB967798541","ALRLC","KPKPF","2002","Rabat","Finance","1","15","12","19","18","9","10","3","2","2","18","Nador","15","Oujda","9","Rabat"
"2624","AB414556226","JJGIE","SIEMI","1999","Oujda","Finance","3","17","9","17","13","15","16","2","1","0","9","Fes","17","Oujda","19","Agadir"
"2627","AB600754430","PDXCE","EFXTI","2000","Fes","Finance","1","9","15","11","15","11","16","0","0","2","13","Casablanca","17","Tanger","9","Agadir"
"2628","AB835502499","ONKHP","GRDWV","2002","Nador","Finance","3","12","14","10","12","14","9","5","2","1","17","Agadir","18","Nador","11","Casablanca"
"2634","AB984005497","FKSUQ","ABCPM","2001","Casablanca","Finance","2","10","18","12","11","12","17","5","3","2","20","Fes","10","Oujda","16","Marrakech"
"2638","AB027284310","IKOGS","FRADE","1998","Agadir","Finance","2","14","19","16","10","9","18","5","3","2","11","Marrakech","15","Rabat","18","Casablanca"
"2656","AB538792922","ONCRA","STDJE","2001","Tetouan","Finance","1","10","19","14","17","17","17","2","0","0","10","Marrakech","14","Oujda","16","Marrakech"
"2658","AB426085101","TAAHB","ERZGM","1998","Rabat","Finance","3","20","20","13","14","14","17","2","3","0","18","Agadir","12","Marrakech","17","Casablanca"
"2662","AB425953128","QZODF","JZTZS","2000","Nador","Finance","2","20","13","9","11","10","19","4","1","2","14","Marrakech","20","Tetouan","12","Marrakech"
"2667","AB385822507","VZPWY","AEYFH","1999","Casablanca","Finance","2","13","19","16","9","14","15","1","3","1","20","Nador","17","Tetouan","20","Marrakech"
"2682","AB937887168","ATGVX","EJYLI","2002","Fes","Finance","3","13","18","12","20","12","11","4","1","1","10","Tetouan","18","Casablanca","14","Nador"
"2683","AB662458148","FYIHI","KQNEZ","1999","Tetouan","Finance","3","10","18","16","16","17","19","2","1","2","12","Fes","18","Nador","14","Nador"
"2685","AB488110012","RDSOY","UPBYL","2001","Oujda","Finance","1","11","10","10","17","10","19","2","2","2","19","Casablanca","19","Tanger","13","Marrakech"
"2690","AB300887813","PWXAR","NYWFD","2002","Oujda","Finance","1","11","16","16","12","12","20","5","3","0","17","Tanger","9","Oujda","13","Marrakech"
"2694","AB050921715","UACES","GVJVB","1998","Oujda","Finance","1","9","14","14","15","11","10","0","1","1","17","Nador","19","Oujda","17","Tanger"
"2701","AB546293091","IRKCU","XTVKT","2001","Rabat","Finance","2","16","14","20","19","16","15","2","1","2","17","Marrakech","11","Agadir","14","Fes"
"2703","AB432267520","VZLDT","KGIZV","2001","Agadir","Finance","2","9","14","16","17","15","20","3","2","2","11","Nador","14","Nador","15","Casablanca"
"2707","AB009032240","EVNAZ","BXQGN","2000","Oujda","Finance","3","13","11","18","14","17","9","2","1","2","13","Casablanca","13","Fes","15","Fes"
"2708","AB872202413","GEFFC","LKBOU","2002","Tetouan","Finance","2","14","12","18","20","10","16","4","2","2","12","Oujda","16","Rabat","20","Casablanca"
"2714","AB319968783","UIPEB","SLHYV","2002","Oujda","Finance","1","17","14","17","9","19","11","2","2","2","11","Oujda","14","Rabat","10","Agadir"
"2720","AB588849254","NWETY","LPIOA","2000","Tanger","Finance","3","9","20","18","20","16","17","5","0","2","11","Oujda","19","Agadir","19","Tetouan"
"2722","AB547431081","WAEVK","QFNYQ","1999","Agadir","Finance","3","17","14","20","20","15","11","5","2","0","12","Rabat","14","Tanger","16","Fes"
"2726","AB702612150","JUIXF","WBFWK","2002","Agadir","Finance","2","13","13","20","9","13","18","0","3","1","19","Rabat","20","Agadir","20","Tanger"
"2730","AB782446023","WYIHT","GTWIG","1998","Nador","Finance","1","16","13","10","17","19","11","3","2","0","12","Marrakech","17","Marrakech","20","Tetouan"
"2735","AB275437298","GIWVC","IZXPS","1998","Tanger","Finance","2","11","15","17","15","20","18","3","3","2","18","Fes","18","Fes","9","Marrakech"
"2741","AB962105053","LPGSL","ZHRYL","2000","Marrakech","Finance","3","9","17","17","18","9","19","2","2","0","9","Nador","18","Fes","11","Casablanca"
"2746","AB918584716","HQTDW","CALWU","2001","Nador","Finance","3","20","12","11","14","12","18","1","1","1","19","Rabat","10","Agadir","12","Oujda"
"2753","AB145180264","QNTBC","ASXYE","2001","Nador","Finance","2","18","9","10","12","20","13","5","1","1","20","Nador","14","Tetouan","12","Nador"
"2761","AB312057794","XRWWB","TASYH","1999","Oujda","Finance","2","19","11","13","11","19","19","1","3","2","15","Agadir","19","Rabat","17","Tanger"
"2770","AB444244870","LNWUZ","AISGW","2000","Fes","Finance","3","20","20","15","16","13","12","1","3","1","16","Nador","14","Tanger","20","Oujda"
"2771","AB464005900","JZEXN","UQVBB","1999","Agadir","Finance","1","17","18","13","9","15","11","2","2","0","20","Rabat","14","Fes","19","Fes"
"2775","AB623102046","MDPUP","FYEKL","2000","Casablanca","Finance","2","20","11","9","10","18","17","5","1","0","20","Agadir","11","Tanger","16","Oujda"
"2777","AB898168388","HONXL","GBLYI","2002","Fes","Finance","2","19","14","14","9","10","16","0","2","1","10","Tanger","10","Rabat","17","Tanger"
"2792","AB258773413","KMKFE","JSUCI","1998","Fes","Finance","2","15","20","14","14","16","15","4","3","0","15","Oujda","16","Tetouan","10","Rabat"
"2795","AB851860951","PNDBK","IFOCB","1999","Tetouan","Finance","3","16","19","18","11","11","12","1","0","2","16","Oujda","19","Agadir","9","Marrakech"
"2798","AB878924039","OEAPS","MGSME","2000","Agadir","Finance","3","11","12","9","15","11","19","5","1","1","19","Marrakech","18","Fes","19","Agadir"
"2799","AB012243397","LYNAG","GKBSH","2000","Tetouan","Finance","1","20","18","13","19","18","19","4","3","0","18","Nador","9","Marrakech","19","Fes"
"2803","AB208688585","KGOAN","FINJQ","2002","Marrakech","Finance","1","13","9","17","12","19","14","5","0","1","19","Agadir","20","Nador","10","Casablanca"
"2821","AB882185960","ACKRB","EATGP","1999","Agadir","Finance","3","10","16","15","9","10","20","0","1","1","14","Casablanca","14","Marrakech","17","Tetouan"
"2824","AB669765988","JSDOW","SBZYF","1999","Casablanca","Finance","2","18","12","16","17","20","17","2","3","1","12","Rabat","19","Fes","12","Agadir"
"2832","AB682777984","NZUSR","NDOKJ","1999","Agadir","Finance","3","14","19","11","14","13","20","5","2","0","17","Tetouan","12","Casablanca","9","Nador"
"2843","AB976508403","AUFNI","WUHUL","1998","Marrakech","Finance","3","13","14","12","10","17","17","1","3","1","12","Rabat","13","Marrakech","15","Casablanca"
"2850","AB199263374","PCZBQ","EKNHD","2001","Nador","Finance","3","10","17","16","17","11","13","5","1","0","17","Fes","15","Tanger","14","Tanger"
"2855","AB346469319","PKPPC","WXRDW","1999","Casablanca","Finance","2","13","15","10","13","17","19","3","2","2","9","Rabat","20","Rabat","16","Fes"
"2864","AB055404431","GJUOO","JPKAY","1999","Casablanca","Finance","1","14","16","9","15","19","10","2","0","0","12","Oujda","14","Tetouan","19","Marrakech"
"2866","AB363920970","DHMZS","VORCA","2001","Tetouan","Finance","2","15","19","17","10","11","10","5","3","0","20","Oujda","18","Rabat","17","Rabat"
"2867","AB268113494","YOSKT","ADUJG","1999","Marrakech","Finance","2","20","10","10","10","18","20","5","1","2","17","Agadir","18","Casablanca","18","Oujda"
"2870","AB754463797","MQGEX","FQFGJ","1999","Fes","Finance","2","13","13","10","17","20","16","0","0","2","9","Tanger","12","Agadir","9","Casablanca"
"2874","AB132932863","KQCAS","RKMLY","1998","Casablanca","Finance","3","20","11","19","10","11","17","4","2","0","12","Agadir","20","Fes","19","Rabat"
"2882","AB276710468","LRNOE","TIIWW","2000","Nador","Finance","2","17","20","18","9","18","13","3","3","1","17","Rabat","11","Agadir","19","Marrakech"
"2885","AB249104027","TKLNR","JXPLH","1999","Tetouan","Finance","1","16","10","12","19","15","9","5","3","2","9","Oujda","9","Nador","16","Nador"
"2888","AB691471064","MFYIP","XJDDP","2001","Tetouan","Finance","2","12","12","13","11","13","12","0","3","2","9","Marrakech","11","Tanger","17","Tanger"
"2904","AB265962078","KLGNS","OOPLJ","1998","Casablanca","Finance","1","14","11","12","20","15","19","5","2","0","15","Nador","14","Casablanca","12","Casablanca"
"2906","AB854001557","RVOYO","ZETGZ","2001","Oujda","Finance","2","19","20","11","18","13","14","0","1","1","18","Fes","13","Rabat","17","Rabat"
"2907","AB017660215","GEZIJ","PAUZF","2002","Rabat","Finance","3","13","10","13","19","10","12","2","3","1","20","Marrakech","16","Casablanca","12","Oujda"
"2910","AB034470329","CBODT","BQUQJ","2002","Oujda","Finance","2","10","17","16","12","18","9","1","0","2","17","Agadir","14","Oujda","9","Casablanca"
"2940","AB137859934","SKANZ","YINTI","2000","Rabat","Finance","3","19","16","11","11","11","9","0","0","2","18","Nador","19","Agadir","18","Agadir"
"2944","AB724849010","HZNPZ","FDFBF","2002","Oujda","Finance","1","15","11","13","11","15","10","4","1","1","10","Agadir","20","Fes","11","Nador"
"2949","AB665516740","TZCBG","DVWFO","1998","Rabat","Finance","2","15","9","13","20","19","10","5","1","1","20","Fes","10","Agadir","18","Casablanca"
"2951","AB461045417","QPFQS","OLDOF","2000","Oujda","Finance","2","11","12","16","16","12","18","4","1","0","13","Nador","20","Rabat","18","Fes"
"2954","AB215121858","MCMCP","OFXQT","2001","Agadir","Finance","1","16","10","14","14","18","14","0","1","0","15","Agadir","9","Agadir","18","Fes"
"2959","AB860799955","GUESO","BERUC","2001","Casablanca","Finance","2","16","12","13","18","9","10","4","0","0","14","Tanger","20","Agadir","18","Tanger"
"2961","AB819900618","WGGZB","ZKOAC","2002","Nador","Finance","3","15","17","19","19","19","9","4","0","1","16","Marrakech","20","Nador","17","Marrakech"
"2967","AB717246767","OEHLE","XUEUL","2000","Casablanca","Finance","3","16","15","15","9","9","18","4","0","0","18","Oujda","19","Nador","10","Tetouan"
"2972","AB845337891","WVXOR","BFVGE","2000","Rabat","Finance","2","14","12","20","17","19","11","5","2","2","12","Agadir","13","Tetouan","12","Fes"
"2977","AB905133139","GLYUC","ZTTKK","1999","Tetouan","Finance","2","10","20","20","17","16","12","3","3","2","16","Rabat","11","Rabat","11","Rabat"
"2983","AB483112916","JHANV","JVPQV","2002","Casablanca","Finance","2","15","19","9","18","15","9","3","3","0","19","Tetouan","11","Fes","13","Casablanca"
"2991","AB449061374","KJAES","NMUUR","1998","Oujda","Finance","2","17","18","17","20","12","10","3","2","0","19","Tetouan","9","Tetouan","16","Tetouan"
"3003","AB990471554","SFNEM","QBSVH","2001","Tetouan","Finance","3","9","19","17","20","15","20","5","1","2","13","Tanger","19","Tanger","12","Casablanca"
"3004","AB797425423","CZSGP","TVFXB","2002","Casablanca","Finance","2","19","14","12","11","19","16","0","0","2","9","Rabat","19","Tetouan","12","Agadir"
"3005","AB004853168","UPSAE","OEXVD","1999","Agadir","Finance","2","10","19","9","18","19","14","1","3","2","10","Agadir","15","Casablanca","10","Rabat"
"3008","AB528876831","WOICF","UNWBV","2002","Tetouan","Finance","1","17","16","20","12","11","11","4","2","0","11","Fes","17","Fes","17","Casablanca"
"3016","AB585079322","ZKLNX","HXFJO","1999","Tanger","Finance","2","18","13","12","11","20","17","1","3","0","15","Oujda","17","Marrakech","14","Marrakech"
"3021","AB915786715","LQWDR","NLNQG","2001","Tetouan","Finance","2","10","13","10","20","14","13","0","3","2","19","Casablanca","16","Casablanca","12","Tanger"
"3024","AB141693341","KVDHI","PRBTT","2000","Oujda","Finance","2","14","13","16","15","14","20","3","1","1","15","Fes","14","Fes","13","Tetouan"
"3025","AB816653503","NASKW","XHPAO","2002","Tanger","Finance","1","16","18","10","10","10","20","2","0","0","16","Nador","13","Casablanca","12","Rabat"
"3033","AB512437126","PKZRB","AABIF","2000","Tanger","Finance","2","19","18","13","20","15","18","2","2","1","20","Tanger","10","Nador","14","Nador"
"3037","AB904873020","SBDSR","YRVMT","1999","Fes","Finance","2","14","12","20","9","19","12","5","0","1","14","Rabat","9","Oujda","13","Casablanca"
"3041","AB014142369","CQPUW","MWGYO","1999","Oujda","Finance","2","20","9","10","16","20","9","2","2","1","17","Oujda","13","Fes","17","Oujda"
"3052","AB059237073","WPKUJ","BSZCV","2000","Tetouan","Finance","2","11","15","16","19","17","14","5","0","1","19","Agadir","18","Tetouan","20","Agadir"
"3067","AB507350705","VMTOD","WOAKU","2000","Oujda","Finance","3","18","18","16","9","20","14","3","3","2","18","Tetouan","18","Oujda","20","Agadir"
"3084","AB068820930","HMUJQ","MUMEA","1998","Tetouan","Finance","2","19","9","15","10","15","20","1","2","2","12","Nador","17","Tanger","18","Casablanca"
"3085","AB799073438","URWLU","DPLXP","2001","Oujda","Finance","2","11","18","18","17","9","13","2","3","1","16","Agadir","19","Nador","17","Tetouan"
"3089","AB069428718","OGYJR","XUCTJ","2001","Agadir","Finance","2","12","14","11","11","14","16","2","1","1","20","Agadir","16","Agadir","17","Tanger"
"3091","AB250652426","CRGNE","DIBWB","1998","Nador","Finance","1","20","19","14","19","19","11","1","1","1","15","Agadir","10","Oujda","9","Agadir"
"3093","AB520643386","WTXPA","WCJRC","1998","Tanger","Finance","3","15","9","15","15","9","10","4","3","2","9","Oujda","20","Marrakech","12","Tetouan"
"3095","AB152838081","RIXFR","AXDXQ","1999","Tetouan","Finance","1","14","19","11","16","11","11","0","1","0","13","Casablanca","20","Tanger","16","Agadir"
"3099","AB347952627","FHQOZ","PPUHA","2001","Casablanca","Finance","3","10","14","19","12","13","20","4","0","1","20","Marrakech","17","Marrakech","18","Tetouan"
"3111","AB753917056","YAXUL","KZQTD","2001","Oujda","Finance","1","10","12","20","19","19","14","2","0","0","19","Nador","9","Tanger","11","Tetouan"
"3112","AB772961921","BIBOE","KMTOO","2001","Oujda","Finance","2","12","18","12","12","17","13","1","0","1","9","Casablanca","19","Oujda","19","Casablanca"
"3113","AB387259798","EGDUB","RHDEO","2000","Agadir","Finance","3","14","19","15","11","12","10","1","1","1","13","Tanger","11","Tetouan","15","Oujda"
"3114","AB429203337","LPRHF","FTIYT","2002","Nador","Finance","3","18","15","17","19","17","11","5","2","2","10","Marrakech","10","Tanger","11","Tetouan"
"3116","AB577734331","PEEEQ","HKLBK","2001","Nador","Finance","3","11","14","10","11","19","16","4","0","1","11","Oujda","15","Rabat","11","Agadir"
"3120","AB965153774","TOGKH","BGXOS","1999","Tetouan","Finance","1","16","11","13","18","19","11","5","3","1","13","Tanger","20","Rabat","19","Fes"
"3131","AB617987805","PMYRL","SZMWI","1999","Oujda","Finance","3","16","10","10","11","12","11","0","3","1","17","Tetouan","11","Fes","14","Oujda"
"3133","AB721535987","JJKGN","HKCSL","2002","Tanger","Finance","2","14","20","17","12","19","20","1","2","2","12","Fes","17","Rabat","11","Nador"
"3144","AB123808972","DIYKC","NQCZF","2001","Marrakech","Finance","1","20","16","13","20","14","19","2","1","1","9","Agadir","10","Tanger","17","Oujda"
"3147","AB206573153","JDJYJ","WIQJH","2001","Casablanca","Finance","1","19","20","19","12","13","18","0","1","2","13","Agadir","16","Fes","13","Casablanca"
"3148","AB288729034","ZANZN","IQGGE","1999","Fes","Finance","3","15","19","16","19","20","15","2","2","2","13","Agadir","15","Tanger","9","Oujda"
"3156","AB750442382","GESUY","GUYGC","2000","Tanger","Finance","2","14","14","16","19","10","18","0","2","1","15","Fes","19","Fes","18","Tanger"
"3158","AB937801606","ELXNX","QJQXS","2000","Agadir","Finance","3","18","10","17","17","18","15","3","0","1","17","Agadir","9","Tanger","12","Fes"
"3168","AB263701238","QGBSV","YWXEJ","1999","Marrakech","Finance","1","20","18","15","20","17","16","3","0","0","11","Tanger","10","Agadir","11","Tanger"
"3171","AB442916742","QFKMG","BEGQD","2000","Oujda","Finance","1","15","13","18","10","13","17","4","2","1","20","Fes","9","Tanger","16","Fes"
"3176","AB550832249","EEOXX","VWIGF","2001","Agadir","Finance","3","11","11","18","19","10","20","5","0","0","19","Tanger","12","Rabat","14","Tanger"
"3186","AB571524629","YZMVY","ULUDN","2000","Rabat","Finance","1","17","15","11","11","19","14","0","2","0","12","Tetouan","17","Oujda","20","Tanger"
"3201","AB776890910","IGGMI","WSBSX","2000","Nador","Finance","2","20","16","13","11","16","18","0","3","2","10","Tanger","12","Tanger","11","Casablanca"
"3202","AB666314048","XKVVL","FGFSB","2001","Rabat","Finance","1","15","14","15","16","11","16","2","1","1","11","Nador","18","Fes","11","Rabat"
"3219","AB912926543","PCCOT","NVLOD","2001","Fes","Finance","2","12","17","14","17","17","20","4","2","0","16","Casablanca","13","Casablanca","19","Oujda"
"3226","AB682402540","MIHUZ","YZNGV","1999","Agadir","Finance","3","14","12","14","15","12","13","2","1","2","15","Fes","10","Agadir","9","Rabat"
"3249","AB933118237","PNDBC","NDNWK","2001","Fes","Finance","1","20","12","13","9","10","15","4","0","0","13","Casablanca","11","Fes","13","Tanger"
"3260","AB139498317","DRQGK","GBYAE","1999","Tanger","Finance","1","17","17","10","15","18","15","3","2","0","13","Rabat","19","Rabat","12","Tetouan"
"3263","AB981779625","XUORV","QWPWJ","2001","Nador","Finance","2","11","11","12","10","12","20","2","1","2","11","Tanger","11","Tanger","12","Fes"
"3280","AB013295925","TBZKN","KRKUR","2001","Marrakech","Finance","1","11","18","9","15","13","14","0","0","1","15","Oujda","14","Marrakech","18","Marrakech"
"3284","AB430242084","VGUCS","OLIXI","2002","Nador","Finance","1","9","19","11","13","20","20","1","2","0","18","Tetouan","18","Marrakech","19","Tetouan"
"3286","AB595649826","TNDAW","IDOJP","1999","Nador","Finance","2","9","13","12","17","15","12","3","2","2","14","Tanger","13","Nador","18","Casablanca"
"3287","AB566612581","YJCDO","QPILP","2002","Casablanca","Finance","2","15","11","16","12","10","13","5","1","1","20","Tanger","19","Nador","18","Nador"
"3291","AB977724561","FVANK","YDHYY","2001","Oujda","Finance","2","13","20","18","20","9","19","3","1","2","14","Marrakech","15","Rabat","17","Agadir"
"3293","AB319035923","GOHPI","CZFYU","2001","Nador","Finance","2","16","14","10","10","18","15","1","2","1","16","Oujda","12","Tetouan","10","Nador"
"3300","AB021490600","NNSVA","QLPGH","2000","Tanger","Finance","2","13","12","20","18","17","20","5","2","2","17","Fes","12","Oujda","20","Marrakech"
"3308","AB792284902","BCDFW","JEVBF","2001","Tanger","Finance","1","14","16","16","14","12","20","1","1","1","13","Tetouan","12","Tanger","14","Tanger"
"3318","AB569111167","YJCER","VOXGM","2001","Tanger","Finance","3","14","12","18","17","19","15","3","3","2","19","Marrakech","17","Tanger","9","Tanger"
"3328","AB444184314","UWERX","PZKXS","2001","Marrakech","Finance","1","17","9","17","14","13","10","0","0","1","15","Rabat","20","Nador","15","Fes"
"3340","AB026962893","EMZXN","GQWSY","2001","Tetouan","Finance","2","15","11","13","17","14","17","5","3","1","15","Tetouan","10","Oujda","13","Tanger"
"3341","AB128629849","DXVBO","ZNUYN","2002","Tanger","Finance","3","14","10","15","16","20","10","2","2","2","17","Tanger","16","Rabat","17","Oujda"
"3345","AB878179249","UDPAE","AFSMH","1999","Agadir","Finance","3","14","14","16","10","14","11","0","2","2","16","Rabat","19","Nador","16","Rabat"
"3352","AB101720077","RWVKY","JINUS","1998","Rabat","Finance","3","12","11","10","15","10","19","0","0","2","10","Rabat","14","Casablanca","13","Fes"
"3355","AB948446503","UWEJS","HBHRY","1999","Marrakech","Finance","2","11","10","11","17","14","19","2","0","2","16","Agadir","19","Fes","18","Agadir"
"3360","AB482984755","EWYGG","EZAGT","2002","Casablanca","Finance","3","9","10","15","14","16","11","4","3","0","20","Nador","10","Fes","18","Nador"
"3370","AB910944708","NJEKH","SPGUO","2001","Rabat","Finance","2","16","11","12","13","16","18","5","0","0","19","Tetouan","11","Tetouan","13","Rabat"
"3394","AB251688737","HOWOC","NMXAH","2000","Tanger","Finance","3","17","16","11","13","9","16","1","1","2","19","Marrakech","20","Nador","13","Tetouan"
"3397","AB031096676","BUIZT","MDHUG","2000","Casablanca","Finance","1","9","10","14","15","19","18","3","0","0","15","Nador","9","Rabat","16","Agadir"
"3401","AB887433900","OZGNE","UNFJK","1999","Casablanca","Finance","3","18","15","9","14","20","16","1","3","1","17","Rabat","20","Casablanca","9","Oujda"
"3402","AB171027501","BXEAE","ZBKKR","2002","Fes","Finance","1","11","9","16","13","12","19","4","3","1","13","Fes","16","Fes","11","Fes"
"3409","AB070249765","DTHTV","XVFHH","2002","Nador","Finance","3","20","20","18","16","15","17","4","3","0","19","Tanger","9","Casablanca","20","Fes"
"3427","AB894995509","KSHNY","ZKCYJ","2002","Nador","Finance","1","19","9","18","16","12","19","3","1","2","12","Tanger","17","Nador","13","Nador"
"3435","AB581718763","MMPTB","HRMFJ","2000","Agadir","Finance","3","20","17","14","11","16","18","2","2","1","19","Agadir","11","Fes","12","Casablanca"
"3438","AB041608308","BMAJK","EIEHB","2000","Marrakech","Finance","1","15","13","18","19","17","14","4","1","2","20","Marrakech","14","Tetouan","10","Agadir"
"3442","AB505488574","PNZVT","GCOCV","2001","Fes","Finance","1","9","14","17","14","17","12","3","2","2","12","Casablanca","13","Tanger","19","Agadir"
"3450","AB339385085","YITBE","MMOCK","1999","Tanger","Finance","2","18","17","16","20","20","12","5","3","1","19","Tetouan","17","Rabat","9","Tanger"
"3455","AB151560287","VMULE","BSSSU","2002","Rabat","Finance","3","16","13","15","11","13","9","1","0","1","10","Tanger","16","Rabat","12","Marrakech"
"3458","AB707886423","BZXBO","ASWSS","2001","Tetouan","Finance","2","11","19","20","15","11","9","4","0","2","16","Tetouan","12","Tanger","18","Tetouan"
